,Mode,GeneA,GeneB,Score
379,max,843848,308669,
380,max,843845,170699,
381,max,843840,680522,
382,max,830636,117280,
383,max,825454,29630,
384,max,825455,171050,
385,max,838400,171058,
386,max,832857,302965,
387,max,832853,680097,
388,max,844096,170673,
389,max,844091,114514,
390,max,844093,114512,
391,max,816579,192204,
392,max,815907,81517,
393,max,834722,24409,
394,max,839362,311024,
395,max,816908,299982,
396,max,819019,361295,
397,max,819016,24766,
398,max,819015,24767,
399,max,819014,65208,
400,max,819011,65209,
401,max,819010,60324,
402,max,819151,25700,
403,max,842138,65204,
404,max,835697,65199,
405,max,835699,60374,
406,max,835698,304522,
407,max,839739,310461,
408,max,831582,679934,
409,max,831581,361509,
410,max,839208,361503,
411,max,839206,25639,
412,max,833729,25636,
413,max,833728,25632,
414,max,839203,25631,
415,max,836006,25630,
416,max,829207,25417,
417,max,835078,292051,
418,max,822566,25415,
419,max,818693,25414,
420,max,818691,303811,
421,max,818694,691974,
422,max,844281,24949,
423,max,827940,25149,
424,max,827943,297756,
425,max,829638,24943,
426,max,829639,305420,
427,max,835902,25418,
428,max,837752,25387,
429,max,839972,116595,
430,max,839970,116590,
431,max,841029,117519,
432,max,841028,25380,
433,max,837534,117517,
434,max,828668,117515,
435,max,837536,117514,
436,max,837530,116598,
437,max,837532,117512,
438,max,814736,25388,
439,max,837538,29257,
440,max,837539,297113,
441,max,820242,64627,
442,max,827568,64624,
443,max,820249,64551,
444,max,820718,64550,
445,max,818670,64559,
446,max,828481,309158,
447,max,828271,309159,
448,max,818673,25562,
449,max,828274,25567,
450,max,841687,302500,
451,max,841685,298103,
452,max,841682,297336,
453,max,841680,305227,
454,max,820866,25097,
455,max,841978,245903,
456,max,827384,81709,
457,max,827381,362715,
458,max,841972,58823,
459,max,841975,84391,
460,max,841974,84390,
461,max,820869,297930,
462,max,833534,84394,
463,max,833535,83840,
464,max,814997,83841,
465,max,815024,299347,
466,max,825842,365877,
467,max,816220,363445,
468,max,816225,58954,
469,max,816224,25262,
470,max,830525,58959,
471,max,820895,246212,
472,max,829380,304900,
473,max,837202,246217,
474,max,829382,29353,
475,max,829387,29357,
476,max,830520,360801,
477,max,844137,291983,
478,max,842833,291981,
479,max,844135,29718,
480,max,842835,291966,
481,max,844133,363135,
482,max,844130,288182,
483,max,842836,54321,
484,max,842838,54323,
485,max,818751,295401,
486,max,818754,29757,
487,max,843303,83572,
488,max,843305,29752,
489,max,838614,29753,
490,max,838343,83629,
491,max,835260,367902,
492,max,835261,171337,
493,max,835266,29710,
494,max,835264,303689,
495,max,838348,29282,
496,max,835269,29284,
497,max,839564,84588,
498,max,832063,315936,
499,max,832064,29715,
500,max,832068,24577,
501,max,839568,314910,
502,max,817173,24379,
503,max,817170,361999,
504,max,830372,29138,
505,max,830374,29139,
506,max,825150,114851,
507,max,825153,298598,
508,max,828475,114856,
509,max,828477,83718,
510,max,821381,25468,
511,max,821382,310612,
512,max,832289,361970,
513,max,832288,89825,
514,max,843653,89821,
515,max,821388,691149,
516,max,824405,171044,
517,max,824407,171046,
518,max,821432,171041,
519,max,821921,29627,
520,max,832283,302973,
521,max,828714,680063,
522,max,828715,361370,
523,max,828716,114509,
524,max,828717,117274,
525,max,817317,114505,
526,max,828713,287436,
527,max,838966,50689,
528,max,842303,50687,
529,max,831398,25578,
530,max,831399,311055,
531,max,828556,24596,
532,max,842700,24592,
533,max,833880,24598,
534,max,833881,366975,
535,max,836616,289584,
536,max,828552,100126191,
537,max,825030,364823,
538,max,831020,81574,
539,max,831021,304743,
540,max,831024,500261,
541,max,831025,85264,
542,max,831027,171093,
543,max,841765,81641,
544,max,841761,24627,
545,max,835875,25620,
546,max,835872,25622,
547,max,835871,25624,
548,max,820385,25152,
549,max,827173,497865,
550,max,830029,25150,
551,max,832763,25404,
552,max,5007942,25405,
553,max,839517,680111,
554,max,829404,25393,
555,max,829401,25398,
556,max,829400,25399,
557,max,839045,500006,
558,max,827710,56781,
559,max,827714,26198,
560,max,2745723,684969,
561,max,2745726,24768,
562,max,2745725,305501,
563,max,818036,64639,
564,max,818037,25716,
565,max,818034,305506,
566,max,818030,64630,
