,Mode,GeneA,GeneB,Score
288,max,838630,77113,
289,max,838636,225898,
290,max,816249,77116,
291,max,843189,664799,
292,max,843181,244813,
293,max,843185,11867,
294,max,842855,103573,
295,max,842854,26564,
296,max,842851,14376,
297,max,842859,26563,
298,max,818771,19386,
299,max,818772,77286,
300,max,818775,19418,
301,max,843320,22273,
302,max,843453,19184,
303,max,816173,19411,
304,max,843329,22278,
305,max,825285,50782,
306,max,825284,101185,
307,max,840981,19417,
308,max,825286,19367,
309,max,825283,16661,
310,max,817996,73274,
311,max,842582,19363,
312,max,816177,19360,
313,max,842589,19361,
314,max,829134,104383,
315,max,832003,56222,
316,max,832000,94232,
317,max,832009,94230,
318,max,817197,209446,
319,max,817198,23967,
320,max,828417,383769,
321,max,828413,110308,
322,max,828412,74006,
323,max,830352,59287,
324,max,830355,66597,
325,max,830354,140557,
326,max,824422,23872,
327,max,824423,23871,
328,max,821900,23877,
329,max,821901,13619,
330,max,821907,27385,
331,max,821904,23879,
332,max,824425,13617,
333,max,821908,100039229,
334,max,824429,140559,
335,max,817370,494448,
336,max,828733,19704,
337,max,828737,27140,
338,max,828735,93687,
339,max,819827,73381,
340,max,820500,100710,
341,max,820505,93688,
342,max,820507,19708,
343,max,821630,11287,
344,max,821631,55994,
345,max,821634,59043,
346,max,821635,51944,
347,max,828084,99982,
348,max,832669,100039827,
349,max,831001,56040,
350,max,841742,56041,
351,max,841743,57261,
352,max,841749,16480,
353,max,827193,235283,
354,max,836582,22702,
355,max,836583,73723,
356,max,835850,13537,
357,max,829425,11754,
358,max,829427,14433,
359,max,829421,140887,
360,max,823851,12009,
361,max,822106,12006,
362,max,827777,12005,
363,max,827775,80743,
364,max,827773,12000,
365,max,830366,243897,
366,max,837187,16392,
367,max,837180,230895,
368,max,837188,16391,
369,max,2745709,16396,
370,max,840164,30953,
371,max,832114,26380,
372,max,840169,26381,
373,max,837238,101023,
374,max,830517,14536,
375,max,830515,26388,
376,max,815456,104015,
377,max,830511,104721,
378,max,828181,107528,
379,max,843848,20739,
380,max,843845,269338,
381,max,843840,14087,
382,max,830636,666342,
383,max,825454,17283,
384,max,825455,14163,
385,max,838400,17287,
386,max,832857,17286,
387,max,832853,17285,
388,max,844096,17535,
389,max,844091,57294,
390,max,844093,17537,
391,max,816579,17536,
392,max,815907,75196,
393,max,834722,17532,
394,max,839362,100042799,
395,max,816908,13449,
396,max,819019,13448,
397,max,819016,16800,
398,max,819015,16801,
399,max,819014,84113,
400,max,819011,11994,
401,max,819010,11622,
402,max,819151,217718,
403,max,842138,64930,
404,max,835697,21934,
405,max,835699,69188,
406,max,835698,21937,
407,max,839739,100039556,
408,max,831582,229603,
409,max,831581,235604,
410,max,839208,11628,
411,max,839206,97212,
412,max,833729,217342,
413,max,833728,53610,
414,max,839203,57314,
415,max,836006,11979,
416,max,829207,100042148,
417,max,835078,53617,
418,max,822566,67245,
419,max,818693,70233,
420,max,818691,11977,
421,max,818694,70726,
422,max,844281,11975,
423,max,827940,11974,
424,max,827943,100043163,
425,max,829638,20649,
426,max,829639,75062,
427,max,835902,27966,
428,max,837752,17755,
429,max,839972,620659,
430,max,839970,17756,
431,max,841029,236732,
432,max,841028,238330,
433,max,837534,13198,
434,max,828668,13193,
435,max,837536,106389,
436,max,837530,13191,
437,max,837532,18844,
438,max,814736,13196,
439,max,837538,13194,
440,max,837539,12226,
441,max,820242,12227,
442,max,827568,12224,
443,max,820249,70650,
444,max,820718,66056,
445,max,818670,70834,
446,max,828481,14870,
447,max,828271,26965,
448,max,818673,71831,
449,max,828274,71833,
450,max,841687,71834,
451,max,841685,71835,
452,max,841682,108723,
453,max,841680,107702,
454,max,820866,107701,
455,max,841978,98932,
456,max,827384,20393,
457,max,827381,20391,
458,max,841972,238880,
459,max,841975,20467,
460,max,841974,20466,
461,max,820869,21427,
462,max,833534,58198,
463,max,833535,21425,
464,max,814997,21422,
465,max,815024,21423,
466,max,825842,18933,
467,max,816220,19876,
468,max,816225,170791,
469,max,816224,67025,
470,max,830525,21428,
471,max,820895,21429,
472,max,829380,209011,
473,max,837202,18783,
474,max,829382,380664,
475,max,829387,22201,
476,max,830520,20972,
477,max,844137,223691,
478,max,842833,12955,
479,max,844135,54189,
480,max,842835,12951,
481,max,844133,12952,
482,max,844130,12953,
483,max,842836,76365,
484,max,842838,56208,
485,max,818751,71746,
486,max,818754,18711,
487,max,843303,18712,
488,max,843305,71745,
489,max,838614,54343,
490,max,838343,13171,
491,max,835260,14270,
492,max,835261,216739,
493,max,835266,20262,
494,max,835264,11846,
495,max,838348,108030,
496,max,835269,230257,
497,max,839564,17833,
498,max,832063,66961,
499,max,832064,108037,
500,max,832068,69642,
501,max,839568,67112,
502,max,817173,68585,
503,max,817170,380718,
504,max,830372,68581,
505,max,830374,29808,
506,max,825150,20979,
507,max,825153,18626,
508,max,828475,18627,
509,max,828477,18628,
510,max,821381,353190,
511,max,821382,13176,
512,max,832289,68612,
513,max,832288,74123,
514,max,843653,68611,
515,max,821388,15450,
516,max,824405,15904,
517,max,824407,15902,
518,max,821432,15903,
519,max,821921,15900,
520,max,832283,15901,
521,max,828714,171530,
522,max,828715,327987,
523,max,828716,237868,
524,max,828717,381085,
525,max,817317,76507,
526,max,828713,12010,
527,max,838966,59007,
528,max,842303,59004,
529,max,831398,108100,
530,max,831399,59001,
531,max,828556,67685,
532,max,842700,18150,
533,max,833880,54720,
534,max,833881,216274,
535,max,836616,26395,
536,max,828552,12983,
537,max,825030,13806,
538,max,831020,110809,
539,max,831021,77963,
540,max,831024,269639,
541,max,831025,18600,
542,max,831027,11441,
543,max,841765,78656,
544,max,841761,67203,
545,max,835875,67204,
546,max,835872,268465,
547,max,835871,109857,
548,max,820385,67755,
549,max,827173,16663,
550,max,830029,72135,
551,max,832763,240084,
552,max,5007942,665782,
553,max,839517,665780,
554,max,829404,232811,
555,max,829401,50884,
556,max,829400,13844,
557,max,839045,109181,
558,max,827710,245583,
559,max,827714,59083,
560,max,2745723,66406,
561,max,2745726,12578,
562,max,2745725,66403,
563,max,818036,230674,
564,max,818037,94332,
565,max,818034,66978,
566,max,818030,67972,
567,max,818031,67973,
568,max,840148,11816,
569,max,840410,107260,
570,max,840141,66970,
571,max,840412,12822,
572,max,844308,30946,
573,max,844304,110750,
574,max,837252,30945,
575,max,830575,16502,
576,max,837257,18588,
577,max,837256,72399,
578,max,843828,26398,
